"date","team1","team1Text","team2","team2Text","venue","IdCupSeason","CupName","team1Score","team2Score","statText","resText","team1PenScore","team2PenScore"
"19650203","ANT","Netherlands Antilles","JAM","Jamaica","Havana, Cuba","24","FIFA competition team qualification",0,0,"","0-0",,
"19650207","CUB","Cuba","JAM","Jamaica","Havana, Cuba","24","FIFA competition team qualification",2,1,"","2-1",,
"19650207","TRI","Trinidad and Tobago","SUR","Suriname","Port Of Spain, Trinidad and Tobago","24","FIFA competition team qualification",4,1,"","4-1",,
"19650212","CRC","Costa Rica","SUR","Suriname","San Jose, Costa Rica","24","FIFA competition team qualification",1,0,"","1-0",,
"19650221","CRC","Costa Rica","TRI","Trinidad and Tobago","San Jose, Costa Rica","24","FIFA competition team qualification",4,0,"","4-0",,
"19650228","SUR","Suriname","CRC","Costa Rica","Paramaribo, Suriname","24","FIFA competition team qualification",1,3,"","1-3",,
"19650228","HON","Honduras","MEX","Mexico","San Pedro Sula, Honduras","24","FIFA competition team qualification",0,1,"","0-1",,
"19650304","MEX","Mexico","HON","Honduras","Mexico City, Mexico","24","FIFA competition team qualification",3,0,"","3-0",,
"19650307","USA","USA","MEX","Mexico","Los Angeles, United States","24","FIFA competition team qualification",2,2,"","2-2",,
"19650307","TRI","Trinidad and Tobago","CRC","Costa Rica","Port Of Spain, Trinidad and Tobago","24","FIFA competition team qualification",0,1,"","0-1",,
"19650312","MEX","Mexico","USA","USA","Mexico City, Mexico","24","FIFA competition team qualification",2,0,"","2-0",,
"19650314","SUR","Suriname","TRI","Trinidad and Tobago","Paramaribo, Suriname","24","FIFA competition team qualification",6,1,"","6-1",,
"19650317","HON","Honduras","USA","USA","San Pedro Sula, Honduras","24","FIFA competition team qualification",0,1,"","0-1",,
"19650321","USA","USA","HON","Honduras","Tegucigalpa, Honduras","24","FIFA competition team qualification",1,1,"","1-1",,
"19650425","CRC","Costa Rica","MEX","Mexico","San Jose, Costa Rica","24","FIFA competition team qualification",0,0,"","0-0",,
"19650503","JAM","Jamaica","MEX","Mexico","Kingston, Jamaica","24","FIFA competition team qualification",2,3,"","2-3",,
"19650507","MEX","Mexico","JAM","Jamaica","Mexico City, Mexico","24","FIFA competition team qualification",8,0,"","8-0",,
"19650511","CRC","Costa Rica","JAM","Jamaica","San Jose, Costa Rica","24","FIFA competition team qualification",7,0,"","7-0",,
"19650516","MEX","Mexico","CRC","Costa Rica","Mexico City, Mexico","24","FIFA competition team qualification",1,0,"","1-0",,
"19650522","JAM","Jamaica","CRC","Costa Rica","Kingston, Jamaica","24","FIFA competition team qualification",1,1,"","1-1",,
"19651121","PRK","Korea DPR","AUS","Australia","Phnom Penh, Cambodia","25","FIFA competition team qualification",6,1,"","6-1",,
"19651124","AUS","Australia","PRK","Korea DPR","Phnom Penh, Cambodia","25","FIFA competition team qualification",1,3,"","1-3",,
"19650101","NGA","Nigeria","NIG","Niger","Lagos, Nigeria","2000010101","Friendly",4,0,"","4-0",,
"19650102","NGA","Nigeria","BEN","Dahomey","Lagos, Nigeria","2000010101","Friendly",1,1,"","1-1",,
"19650103","MAD","Madagascar","TAN","Tanzania","Unknown (Mad)","2000010101","Friendly",5,1,"","5-1",,
"19650103","URU","Uruguay","GDR","German DR","Montevideo, Uruguay","2000010101","Friendly",0,2,"","0-2",,
"19650103","ZAI","Zaire","CMR","Cameroon","TBA, Brazil","2000010101","Friendly",3,2,"","3-2",,
"19650126","ISR","Israel","NED","Netherlands","Tel Aviv, Israel","2000010101","Friendly",0,1,"","0-1",,
"19650223","GRE","Greece","BUL","Bulgaria","Athens, Greece","2000010101","Friendly",1,2,"","1-2",,
"19650307","SEN","Senegal","MLI","Mali","Dakar, Senegal","2000010101","Friendly",3,0,"","3-0",,
"19650310","GUA","Guatemala","PAR","Paraguay","Guatemala City, Guatemala","2000010101","Friendly",1,4,"","1-4",,
"19650312","MAR","Morocco","KUW","Kuwait","Tripoli, Lebanon","2000010101","Friendly",2,0,"","2-0",,
"19650313","FRG","Germany FR","ITA","Italy","Hamburg, Germany","2000010101","Friendly",1,1,"","1-1",,
"19650314","LBY","Libya","KUW","Kuwait","Tripoli, Lebanon","2000010101","Friendly",4,1,"","4-1",,
"19650314","GUA","Guatemala","PAR","Paraguay","Guatemala City, Guatemala","2000010101","Friendly",0,3,"","0-3",,
"19650314","MLI","Mali","SEN","Senegal","Bamako, Mali","2000010101","Friendly",4,0,"","4-0",,
"19650314","TUN","Tunisia","ALG","Algeria","Tunis, Tunisia","2000010101","Friendly",0,0,"","0-0",,
"19650314","CMR","Cameroon","COD","Congo-Kinshasa","TBA, Brazil","2000010101","Friendly",1,3,"","1-3",,
"19650315","HKG","Hong Kong","JPN","Japan","Hong Kong, Hong Kong","2000010101","Friendly",1,2,"","1-2",,
"19650317","CRC","Costa Rica","PAR","Paraguay","San Jose, Costa Rica","2000010101","Friendly",1,0,"","1-0",,
"19650319","LBY","Libya","MAR","Morocco","Tripoli, Lebanon","2000010101","Friendly",1,0,"","1-0",,
"19650319","CRC","Costa Rica","PAR","Paraguay","San Jose, Costa Rica","2000010101","Friendly",0,0,"","0-0",,
"19650320","CYP","Cyprus","LIB","Lebanon","Nicosia, Cyprus","2000010101","Friendly",2,0,"","2-0",,
"19650322","MYA","Burma","JPN","Japan","Yangon, Myanmar","2000010101","Friendly",1,1,"","1-1",,
"19650324","IRL","Republic of Ireland","BEL","Belgium","Dublin, Ireland","2000010101","Friendly",0,2,"","0-2",,
"19650324","FRA","France","AUT","Austria","Paris, France","2000010101","Friendly",1,2,"","1-2",,
"19650325","SIN","Singapore","JPN","Japan","Singapore, Singapore","2000010101","Friendly",1,4,"","1-4",,
"19650327","MAS","Malaysia","JPN","Japan","Kuala Lumpur, Malaysia","2000010101","Friendly",1,1,"","1-1",,
"19650331","NIR","Northern Ireland","WAL","Wales","Belfast, Northern Ireland","2000010101","Friendly",0,5,"","0-5",,
"19650403","PER","Peru","PAR","Paraguay","Lima, Peru","2000010101","Friendly",0,1,"","0-1",,
"19650407","BEL","Belgium","POL","Poland","Brussels, Belgium","2000010101","Friendly",0,0,"","0-0",,
"19650410","ENG","England","SCO","Scotland","London, England","2000010101","Friendly",2,2,"","2-2",,
"19650414","TAN","Tanzania","MAD","Madagascar","Unknown (Tan)","2000010101","Friendly",2,1,"","2-1",,
"19650415","CHI","Chile","PER","Peru","Santiago De Chile, Chile","2000010101","Friendly",4,1,"","4-1",,
"19650425","PAR","Paraguay","URU","Uruguay","Asuncion, Paraguay","2000010101","Friendly",2,1,"","2-1",,
"19650428","PER","Peru","CHI","Chile","Lima, Peru","2000010101","Friendly",0,1,"","0-1",,
"19650501","URU","Uruguay","PAR","Paraguay","Montevideo, Uruguay","2000010101","Friendly",4,0,"","4-0",,
"19650501","ITA","Italy","WAL","Wales","Florence, Italy","2000010101","Friendly",4,1,"","4-1",,
"19650505","ENG","England","HUN","Hungary","London, England","2000010101","Friendly",1,0,"","1-0",,
"19650508","SCO","Scotland","ESP","Spain","Glasgow, Scotland","2000010101","Friendly",0,0,"","0-0",,
"19650509","YUG","Yugoslavia","ENG","England","Belgrade, Serbia","2000010101","Friendly",1,1,"","1-1",,
"19650509","CHI","Chile","URU","Uruguay","Santiago De Chile, Chile","2000010101","Friendly",0,0,"","0-0",,
"19650509","BUL","Bulgaria","TUR","Turkey","Sofia, Bulgaria","2000010101","Friendly",4,1,"","4-1",,
"19650512","FRG","Germany FR","ENG","England","Nuremberg, Germany","2000010101","Friendly",0,1,"","0-1",,
"19650516","URU","Uruguay","CHI","Chile","Montevideo, Uruguay","2000010101","Friendly",1,1,"","1-1",,
"19650516","SWE","Sweden","ENG","England","Gothenburg, Sweden","2000010101","Friendly",1,2,"","1-2",,
"19650516","POL","Poland","BUL","Bulgaria","Krakow, Poland","2000010101","Friendly",1,1,"","1-1",,
"19650519","NOR","Norway","THA","Thailand","Bergen, Norway","2000010101","Friendly",7,0,"","7-0",,
"19650526","SUI","Switzerland","FRG","Germany FR","Basel, Switzerland","2000010101","Friendly",0,1,"","0-1",,
"19650602","BRA","Brazil","BEL","Belgium","Rio De Janeiro, Brazil","2000010101","Friendly",5,0,"","5-0",,
"19650603","FRA","France","ARG","Argentina","Paris, France","2000010101","Friendly",0,0,"","0-0",,
"19650606","BRA","Brazil","FRG","Germany FR","Rio De Janeiro, Brazil","2000010101","Friendly",2,0,"","2-0",,
"19650609","BRA","Brazil","ARG","Argentina","Rio De Janeiro, Brazil","2000010101","Friendly",0,0,"","0-0",,
"19650609","DEN","Denmark","FIN","Finland","Copenhagen, Denmark","2000010101","Friendly",3,1,"","3-1",,
"19650616","SWE","Sweden","ITA","Italy","Malmö, Sweden","2000010101","Friendly",2,2,"","2-2",,
"19650617","ALG","Algeria","BRA","Brazil","Oran, Algeria","2000010101","Friendly",0,3,"","0-3",,
"19650620","DEN","Denmark","SWE","Sweden","Copenhagen, Denmark","2000010101","Friendly",2,1,"","2-1",,
"19650624","POR","Portugal","BRA","Brazil","Oporto, Portugal","2000010101","Friendly",0,0,"","0-0",,
"19650627","HUN","Hungary","ITA","Italy","Budapest, Hungary","2000010101","Friendly",2,1,"","2-1",,
"19650630","SWE","Sweden","BRA","Brazil","Solna, Sweden","2000010101","Friendly",1,2,"","1-2",,
"19650705","ISL","Iceland","DEN","Denmark","Reykjavik, Iceland","2000010101","Friendly",1,3,"","1-3",,
"19650714","ARG","Argentina","CHI","Chile","Buenos Aires, Argentina","2000010101","Friendly",1,0,"","1-0",,
"19650718","CIV","Côte d'Ivoire","ALG","Algeria","Brazzaville, Republic of the Congo","2000010101","Friendly",1,0,"","1-0",,
"19650718","CGO","Congo","MLI","Mali","Brazzaville, Republic of the Congo","2000010101","Friendly",1,2,"","1-2",,
"19650718","TOG","Togo","UGA","Uganda","Brazzaville, Republic of the Congo","2000010101","Friendly",1,1,"","1-1",,
"19650718","MAD","Madagascar","COD","Congo-Kinshasa","Brazzaville, Republic of the Congo","2000010101","Friendly",0,7,"","0-7",,
"19650719","CIV","Côte d'Ivoire","COD","Congo-Kinshasa","Brazzaville, Republic of the Congo","2000010101","Friendly",1,1,"","1-1",,
"19650719","CGO","Congo","UGA","Uganda","Brazzaville, Republic of the Congo","2000010101","Friendly",2,1,"","2-1",,
"19650719","MLI","Mali","TOG","Togo","Brazzaville, Republic of the Congo","2000010101","Friendly",1,2,"","1-2",,
"19650719","ALG","Algeria","MAD","Madagascar","Brazzaville, Republic of the Congo","2000010101","Friendly",1,0,"","1-0",,
"19650721","CGO","Congo","TOG","Togo","Brazzaville, Republic of the Congo","2000010101","Friendly",7,2,"","7-2",,
"19650721","MLI","Mali","UGA","Uganda","Brazzaville, Republic of the Congo","2000010101","Friendly",5,1,"","5-1",,
"19650721","CIV","Côte d'Ivoire","MAD","Madagascar","Brazzaville, Republic of the Congo","2000010101","Friendly",5,0,"","5-0",,
"19650721","CHI","Chile","ARG","Argentina","Santiago De Chile, Chile","2000010101","Friendly",1,1,"","1-1",,
"19650721","ALG","Algeria","COD","Congo-Kinshasa","Brazzaville, Republic of the Congo","2000010101","Friendly",4,1,"","4-1",,
"19650721","TUR","Turkey","PAK","Pakistan","Tehran, Iran","2000010101","Friendly",3,1,"","3-1",,
"19650722","TOG","Togo","MAD","Madagascar","Brazzaville, Republic of the Congo","2000010101","Friendly",1,0,"","1-0",,
"19650723","CGO","Congo","CIV","Côte d'Ivoire","Brazzaville, Republic of the Congo","2000010101","Friendly",1,0,"","1-0",,
"19650723","MLI","Mali","ALG","Algeria","Brazzaville, Republic of the Congo","2000010101","Friendly",2,1,"","2-1",,
"19650723","IRN","IR Iran","PAK","Pakistan","Amjadiah, Bahrain","2000010101","Friendly",4,1,"","4-1",,
"19650723","COD","Congo-Kinshasa","TOG","Togo","Brazzaville, Republic of the Congo","2000010101","Friendly",5,1,"","5-1",,
"19650724","UGA","Uganda","MAD","Madagascar","Brazzaville, Republic of the Congo","2000010101","Friendly",5,0,"","5-0",,
"19650725","CIV","Côte d'Ivoire","ALG","Algeria","Brazzaville, Republic of the Congo","2000010101","Friendly",1,0,"","1-0",,
"19650725","CGO","Congo","MLI","Mali","Brazzaville, Republic of the Congo","2000010101","Friendly",0,0,"","0-0",,
"19650725","IRN","IR Iran","TUR","Turkey","Amjadiah, Bahrain","2000010101","Friendly",0,0,"","0-0",,
"19650725","COD","Congo-Kinshasa","UGA","Uganda","Brazzaville, Republic of the Congo","2000010101","Friendly",6,2,"","6-2",,
"19650801","CAM","Khmer","GUI","Guinea","Pyongyang, North Korea","2000010101","Friendly",1,2,"","1-2",,
"19650802","CHN","China PR","IDN","Indonesia","Pyongyang, North Korea","2000010101","Friendly",3,0,"","3-0",,
"19650803","PRK","Korea DPR","VDR","North Vietnam","Pyongyang, North Korea","2000010101","Friendly",1,1,"","1-1",,
"19650805","PRK","Korea DPR","CHN","China PR","Pyongyang, North Korea","2000010101","Friendly",3,0,"","3-0",,
"19650805","IDN","Indonesia","GUI","Guinea","Pyongyang, North Korea","2000010101","Friendly",1,3,"","1-3",,
"19650806","IDN","Indonesia","CAM","Khmer","Pyongyang, North Korea","2000010101","Friendly",0,0,"","0-0",,
"19650806","VDR","North Vietnam","GUI","Guinea","Pyongyang, North Korea","2000010101","Friendly",2,1,"","2-1",,
"19650807","CHN","China PR","CAM","Khmer","Pyongyang, North Korea","2000010101","Friendly",3,1,"","3-1",,
"19650808","VDR","North Vietnam","CAM","Khmer","Pyongyang, North Korea","2000010101","Friendly",1,1,"","1-1",,
"19650808","FIN","Finland","NOR","Norway","Helsinki, Finland","2000010101","Friendly",4,0,"","4-0",,
"19650809","CHN","China PR","VDR","North Vietnam","Pyongyang, North Korea","2000010101","Friendly",3,3,"","3-3",,
"19650809","PRK","Korea DPR","CAM","Khmer","Pyongyang, North Korea","2000010101","Friendly",4,0,"","4-0",,
"19650810","PRK","Korea DPR","IDN","Indonesia","Pyongyang, North Korea","2000010101","Friendly",3,0,"","3-0",,
"19650810","CHN","China PR","GUI","Guinea","Pyongyang, North Korea","2000010101","Friendly",2,0,"","2-0",,
"19650811","VDR","North Vietnam","IDN","Indonesia","Pyongyang, North Korea","2000010101","Friendly",1,2,"","1-2",,
"19650811","PRK","Korea DPR","GUI","Guinea","Pyongyang, North Korea","2000010101","Friendly",3,0,"","3-0",,
"19650814","THA","Thailand","KOR","Korea Republic","Kuala Lumpur, Malaysia","2000010101","Friendly",3,2,"","3-2",,
"19650815","SVM","South Vietnam","TPE","Chinese Taipei","Kuala Lumpur, Malaysia","2000010101","Friendly",5,2,"","5-2",,
"19650815","HKG","Hong Kong","MYA","Burma","Kuala Lumpur, Malaysia","2000010101","Friendly",2,4,"","2-4",,
"19650817","SVM","South Vietnam","HKG","Hong Kong","Kuala Lumpur, Malaysia","2000010101","Friendly",2,1,"","2-1",,
"19650817","MAS","Malaysia","KOR","Korea Republic","Kuala Lumpur, Malaysia","2000010101","Friendly",0,2,"","0-2",,
"19650819","IND","India","HKG","Hong Kong","","2000010101","Friendly",2,2,"","2-2",,
"19650819","MAS","Malaysia","SVM","South Vietnam","","2000010101","Friendly",3,3,"","3-3",,
"19650820","THA","Thailand","TPE","Chinese Taipei","Kuala Lumpur, Malaysia","2000010101","Friendly",2,3,"","2-3",,
"19650821","MAS","Malaysia","IND","India","","2000010101","Friendly",0,2,"","0-2",,
"19650821","SVM","South Vietnam","KOR","Korea Republic","","2000010101","Friendly",0,0,"","0-0",,
"19650822","THA","Thailand","MYA","Burma","Kuala Lumpur, Malaysia","2000010101","Friendly",1,1,"","1-1",,
"19650822","SWE","Sweden","FIN","Finland","Lulea, Sweden","2000010101","Friendly",2,2,"","2-2",,
"19650822","IRQ","Iraq","LIB","Lebanon","Cairo, Egypt","2000010101","Friendly",0,0,"","0-0",,
"19650822","SDN","Sudan","SYR","Syria","Cairo, Egypt","2000010101","Friendly",2,0,"","2-0",,
"19650823","MAS","Malaysia","HKG","Hong Kong","Kuala Lumpur, Malaysia","2000010101","Friendly",1,3,"","1-3",,
"19650823","KOR","Korea Republic","IND","India","Kuala Lumpur, Malaysia","2000010101","Friendly",1,0,"","1-0",,
"19650824","TPE","Chinese Taipei","MYA","Burma","Kuala Lumpur, Malaysia","2000010101","Friendly",1,3,"","1-3",,
"19650825","KOR","Korea Republic","HKG","Hong Kong","Kuala Lumpur, Malaysia","2000010101","Friendly",1,0,"","1-0",,
"19650825","SVM","South Vietnam","IND","India","Kuala Lumpur, Malaysia","2000010101","Friendly",0,2,"","0-2",,
"19650827","THA","Thailand","HKG","Hong Kong","","2000010101","Friendly",1,1,"","1-1",,
"19650827","IND","India","MYA","Burma","","2000010101","Friendly",1,1,"","1-1",,
"19650828","IND","India","MYA","Burma","Kuala Lumpur, Malaysia","2000010101","Friendly",1,1,"","1-1",,
"19650828","LBY","Libya","SYR","Syria","Cairo, Egypt","2000010101","Friendly",6,3,"","6-3",,
"19650828","EGY","UAR","LIB","Lebanon","Cairo, Egypt","2000010101","Friendly",3,0,"","3-0",,
"19650830","SDN","Sudan","LBY","Libya","Cairo, Egypt","2000010101","Friendly",4,2,"","4-2",,
"19650830","EGY","UAR","IRQ","Iraq","Cairo, Egypt","2000010101","Friendly",1,0,"","1-0",,
"19650902","EGY","UAR","LBY","Libya","Cairo, Egypt","2000010101","Friendly",8,1,"","8-1",,
"19650904","EGY","UAR","SDN","Sudan","Cairo, Egypt","2000010101","Friendly",2,0,"","2-0",,
"19650904","BUL","Bulgaria","GDR","German DR","Varna, Bulgaria","2000010101","Friendly",3,2,"","3-2",,
"19650907","BRA","Brazil","URU","Uruguay","Belo Horizonte, Brazil","2000010101","Friendly",3,0,"","3-0",,
"19650926","NOR","Norway","DEN","Denmark","Oslo, Norway","2000010101","Friendly",2,2,"","2-2",,
"19651002","NIR","Northern Ireland","SCO","Scotland","Belfast, Northern Ireland","2000010101","Friendly",3,2,"","3-2",,
"19651002","WAL","Wales","ENG","England","Cardiff, Wales","2000010101","Friendly",0,0,"","0-0",,
"19651009","FRG","Germany FR","AUT","Austria","Stuttgart, Germany","2000010101","Friendly",4,1,"","4-1",,
"19651020","ENG","England","AUT","Austria","London, England","2000010101","Friendly",2,3,"","2-3",,
"19651030","NGA","Nigeria","GHA","Ghana","Lagos, Nigeria","2000010101","Friendly",0,4,"","0-4",,
"19651031","SWE","Sweden","NOR","Norway","Stockholm, Sweden","2000010101","Friendly",0,0,"","0-0",,
"19651101","ALG","Algeria","MAR","Morocco","Algiers, Algeria","2000010101","Friendly",0,0,"","0-0",,
"19651107","GHA","Ghana","NGA","Nigeria","Accra, Ghana","2000010101","Friendly",3,0,"","3-0",,
"19651110","ENG","England","NIR","Northern Ireland","London, England","2000010101","Friendly",2,1,"","2-1",,
"19651113","MAS","Malaysia","THA","Thailand","Saigon, Indonesia","2000010101","Friendly",2,1,"","2-1",,
"19651116","SVM","South Vietnam","MAS","Malaysia","Saigon, Indonesia","2000010101","Friendly",2,2,"","2-2",,
"19651124","SCO","Scotland","WAL","Wales","Glasgow, Scotland","2000010101","Friendly",4,1,"","4-1",,
"19651126","CAM","Khmer","AUS","Australia","Phnom Penh, Cambodia","2000010101","Friendly",0,0,"","0-0",,
"19651129","HKG","Hong Kong","AUS","Australia","Hong Kong, Hong Kong","2000010101","Friendly",1,0,"","1-0",,
"19651203","TPE","Chinese Taipei","AUS","Australia","Hong Kong, Hong Kong","2000010101","Friendly",1,3,"","1-3",,
"19651207","MAS","Malaysia","AUS","Australia","Ipoh, Malaysia","2000010101","Friendly",0,1,"","0-1",,
"19651208","ESP","Spain","ENG","England","Madrid, Spain","2000010101","Friendly",0,2,"","0-2",,
"19651208","MAS","Malaysia","AUS","Australia","Ipoh, Malaysia","2000010101","Friendly",0,3,"","0-3",,
"19651215","SIN","Singapore","MYA","Burma","Shah Alam, Malaysia","2000010101","Friendly",0,1,"","0-1",,
"19651215","THA","Thailand","SVM","South Vietnam","Shah Alam, Malaysia","2000010101","Friendly",2,1,"","2-1",,
"19651216","SIN","Singapore","SVM","South Vietnam","Shah Alam, Malaysia","2000010101","Friendly",1,5,"","1-5",,
"19651218","THA","Thailand","SVM","South Vietnam","Shah Alam, Malaysia","2000010101","Friendly",2,0,"","2-0",,
"19651218","MAS","Malaysia","MYA","Burma","Shah Alam, Malaysia","2000010101","Friendly",0,2,"","0-2",,
"19651220","MAS","Malaysia","SVM","South Vietnam","Shah Alam, Malaysia","2000010101","Friendly",0,2,"","0-2",,
"19651222","MYA","Burma","THA","Thailand","Shah Alam, Malaysia","2000010101","Friendly",2,2,"","2-2",,
"19651112","TUN","Tunisia","ETH","Ethiopia","Rades, Tunisia","236062","Confederation competition team final",4,0,"","4-0",,
"19651112","GHA","Ghana","COD","Congo-Kinshasa","Bizerte, Tunisia","236062","Confederation competition team final",5,2,"","5-2",,
"19651114","TUN","Tunisia","SEN","Senegal","Rades, Tunisia","236062","Confederation competition team final",0,0,"","0-0",,
"19651114","CIV","Côte d'Ivoire","COD","Congo-Kinshasa","Bizerte, Tunisia","236062","Confederation competition team final",3,0,"","3-0",,
"19651119","SEN","Senegal","ETH","Ethiopia","Rades, Tunisia","236062","Confederation competition team final",5,1,"","5-1",,
"19651119","GHA","Ghana","CIV","Côte d'Ivoire","Bizerte, Tunisia","236062","Confederation competition team final",4,1,"","4-1",,
"19651121","CIV","Côte d'Ivoire","SEN","Senegal","Rades, Tunisia","236062","Confederation competition team final",1,0,"","1-0",,
"19651121","TUN","Tunisia","GHA","Ghana","Rades, Tunisia","236062","Confederation competition team final",2,3,,,,
"19650328","MEX","Mexico","SLV","El Salvador","Guatemala City, Guatemala","236327","Confederation competition team final",2,0,"","2-0",,
"19650328","CRC","Costa Rica","ANT","Netherlands Antilles","Guatemala City, Guatemala","236327","Confederation competition team final",6,0,"","6-0",,
"19650328","GUA","Guatemala","HAI","Haiti","Guatemala City, Guatemala","236327","Confederation competition team final",3,0,"","3-0",,
"19650330","CRC","Costa Rica","HAI","Haiti","Guatemala City, Guatemala","236327","Confederation competition team final",3,1,"","3-1",,
"19650330","SLV","El Salvador","ANT","Netherlands Antilles","Guatemala City, Guatemala","236327","Confederation competition team final",1,1,"","1-1",,
"19650401","GUA","Guatemala","CRC","Costa Rica","Guatemala City, Guatemala","236327","Confederation competition team final",0,0,"","0-0",,
"19650401","MEX","Mexico","ANT","Netherlands Antilles","Guatemala City, Guatemala","236327","Confederation competition team final",5,0,"","5-0",,
"19650404","GUA","Guatemala","SLV","El Salvador","Guatemala City, Guatemala","236327","Confederation competition team final",4,1,"","4-1",,
"19650404","MEX","Mexico","HAI","Haiti","Guatemala City, Guatemala","236327","Confederation competition team final",3,0,"","3-0",,
"19650406","GUA","Guatemala","ANT","Netherlands Antilles","Guatemala City, Guatemala","236327","Confederation competition team final",3,2,"","3-2",,
"19650406","MEX","Mexico","CRC","Costa Rica","Guatemala City, Guatemala","236327","Confederation competition team final",1,1,"","1-1",,
"19650408","ANT","Netherlands Antilles","HAI","Haiti","Guatemala City, Guatemala","236327","Confederation competition team final",1,1,"","1-1",,
"19650408","CRC","Costa Rica","SLV","El Salvador","Guatemala City, Guatemala","236327","Confederation competition team final",1,2,"","1-2",,
"19650411","SLV","El Salvador","HAI","Haiti","Guatemala City, Guatemala","236327","Confederation competition team final",3,1,"","3-1",,
"19650411","GUA","Guatemala","MEX","Mexico","Guatemala City, Guatemala","236327","Confederation competition team final",1,2,"","1-2",,
"19660711","ENG","England","URU","Uruguay","London, England","26","FIFA competition team final",0,0,"","0-0",,
"19660712","BRA","Brazil","BUL","Bulgaria","Liverpool, England","26","FIFA competition team final",2,0,"","2-0",,
"19660712","FRG","Germany FR","SUI","Switzerland","Sheffield, England","26","FIFA competition team final",5,0,"","5-0",,
"19660712","URS","Soviet Union","PRK","Korea DPR","Middlesbrough, England","26","FIFA competition team final",3,0,"","3-0",,
"19660713","FRA","France","MEX","Mexico","London, England","26","FIFA competition team final",1,1,"","1-1",,
"19660713","POR","Portugal","HUN","Hungary","Manchester, United States","26","FIFA competition team final",3,1,"","3-1",,
"19660713","ARG","Argentina","ESP","Spain","Birmingham, England","26","FIFA competition team final",2,1,"","2-1",,
"19660713","ITA","Italy","CHI","Chile","Sunderland, England","26","FIFA competition team final",2,0,"","2-0",,
"19660715","URU","Uruguay","FRA","France","London, England","26","FIFA competition team final",2,1,"","2-1",,
"19660715","ESP","Spain","SUI","Switzerland","Sheffield, England","26","FIFA competition team final",2,1,"","2-1",,
"19660715","PRK","Korea DPR","CHI","Chile","Middlesbrough, England","26","FIFA competition team final",1,1,"","1-1",,
"19660715","HUN","Hungary","BRA","Brazil","Liverpool, England","26","FIFA competition team final",3,1,"","3-1",,
"19660716","POR","Portugal","BUL","Bulgaria","Manchester, United States","26","FIFA competition team final",3,0,"","3-0",,
"19660716","FRG","Germany FR","ARG","Argentina","Birmingham, England","26","FIFA competition team final",0,0,"","0-0",,
"19660716","URS","Soviet Union","ITA","Italy","Sunderland, England","26","FIFA competition team final",1,0,"","1-0",,
"19660716","ENG","England","MEX","Mexico","London, England","26","FIFA competition team final",2,0,"","2-0",,
"19660719","URU","Uruguay","MEX","Mexico","London, England","26","FIFA competition team final",0,0,"","0-0",,
"19660719","PRK","Korea DPR","ITA","Italy","Middlesbrough, England","26","FIFA competition team final",1,0,"","1-0",,
"19660719","ARG","Argentina","SUI","Switzerland","Sheffield, England","26","FIFA competition team final",2,0,"","2-0",,
"19660719","POR","Portugal","BRA","Brazil","Liverpool, England","26","FIFA competition team final",3,1,"","3-1",,
"19660720","HUN","Hungary","BUL","Bulgaria","Manchester, United States","26","FIFA competition team final",3,1,"","3-1",,
"19660720","ENG","England","FRA","France","London, England","26","FIFA competition team final",2,0,"","2-0",,
"19660720","URS","Soviet Union","CHI","Chile","Sunderland, England","26","FIFA competition team final",2,1,"","2-1",,
"19660720","FRG","Germany FR","ESP","Spain","Birmingham, England","26","FIFA competition team final",2,1,"","2-1",,
"19660723","ENG","England","ARG","Argentina","London, England","26","FIFA competition team final",1,0,"","1-0",,
"19660723","FRG","Germany FR","URU","Uruguay","Sheffield, England","26","FIFA competition team final",4,0,"","4-0",,
"19660723","URS","Soviet Union","HUN","Hungary","Sunderland, England","26","FIFA competition team final",2,1,"","2-1",,
"19660723","POR","Portugal","PRK","Korea DPR","Liverpool, England","26","FIFA competition team final",5,3,"","5-3",,
"19660725","FRG","Germany FR","URS","Soviet Union","Liverpool, England","26","FIFA competition team final",2,1,"","2-1",,
"19660726","ENG","England","POR","Portugal","London, England","26","FIFA competition team final",2,1,"","2-1",,
"19660728","POR","Portugal","URS","Soviet Union","London, England","26","FIFA competition team final",2,1,"","2-1",,
"19660730","ENG","England","FRG","Germany FR","London, England","26","FIFA competition team final",4,2,,,,
"19660105","ENG","England","POL","Poland","Liverpool, England","2000010101","Friendly",1,1,"","1-1",,
"19660213","MLT","Malta","LBY","Libya","Gzira, Malta","2000010101","Friendly",1,0,"","1-0",,
"19660223","ENG","England","FRG","Germany FR","London, England","2000010101","Friendly",1,0,"","1-0",,
"19660225","EGY","UAR","BUL","Bulgaria","Cairo, Egypt","2000010101","Friendly",2,2,"","2-2",,
"19660306","MAR","Morocco","ALG","Algeria","Casablanca, Morocco","2000010101","Friendly",1,0,"","1-0",,
"19660316","IRN","IR Iran","TUR","Turkey","Tehran, Iran","2000010101","Friendly",0,0,"","0-0",,
"19660319","FRA","France","ITA","Italy","Paris, France","2000010101","Friendly",0,0,"","0-0",,
"19660323","NED","Netherlands","FRG","Germany FR","London, England","2000010101","Friendly",2,4,"","2-4",,
"19660327","LBY","Libya","MLT","Malta","Tripoli, Lebanon","2000010101","Friendly",0,1,"","0-1",,
"19660330","WAL","Wales","NIR","Northern Ireland","Cardiff, Wales","2000010101","Friendly",1,4,"","1-4",,
